Time,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
12766389,2265,2666,-2333,-10,17,-9
12769512,2241,2640,-2337,-8,7,-9
12772462,2244,2630,-2350,-10,23,-13
12775672,2249,2632,-2375,-7,7,-10
12778708,2261,2645,-2365,-6,21,-13
12781831,2255,2662,-2362,-7,6,-14
12784867,2243,2653,-2357,-10,24,-21
12788100,2273,2647,-2314,-9,5,-20
12791113,2267,2649,-2348,-12,23,-18
12794323,2256,2644,-2322,-11,7,-22
12797446,2234,2656,-2346,-9,20,-22
12800603,2238,2651,-2337,-11,8,-28
12803692,2251,2649,-2315,-10,16,-23
12806901,2247,2654,-2335,-12,7,-24
12810024,2240,2661,-2329,-11,18,-22
12813259,2288,2656,-2329,-15,14,-23
12816444,2252,2676,-2336,-10,13,-22
12819654,2229,2683,-2376,-18,14,-24
12822863,2236,2677,-2367,-10,16,-19
12826073,2236,2645,-2318,-15,21,-15
12829283,2235,2679,-2319,-12,10,-16
12832493,2262,2676,-2314,-14,23,-16
12835702,2250,2662,-2345,-8,7,-10
12838763,2241,2645,-2361,-14,23,-12
12841948,2224,2653,-2346,-14,8,-9
12844985,2231,2689,-2332,-12,23,-8
12848108,2219,2645,-2329,-12,11,-5
12851231,2241,2645,-2332,-15,24,-3
12854354,2260,2654,-2315,-9,10,-4
12857390,2232,2666,-2323,-11,23,-2
12860513,2271,2712,-2335,-15,11,-4
12863684,2241,2664,-2315,-12,24,0
12866672,2220,2644,-2343,-12,11,-2
12869795,2236,2667,-2365,-11,23,0
12872831,2263,2639,-2327,-14,12,-4
12875954,2242,2648,-2325,-10,24,-1
12879077,2257,2651,-2327,-14,8,-2
12882114,2246,2674,-2341,-10,24,0
12885150,2254,2641,-2319,-13,10,-1
12888301,2243,2660,-2322,-7,22,1
12891222,2249,2649,-2311,-14,10,0
12894259,2255,2654,-2293,-4,25,3
12897208,2235,2629,-2313,-10,8,-4
12900248,2217,2640,-2330,-7,26,-3
12903316,2268,2655,-2338,-6,8,-2
12906230,2263,2667,-2335,-9,25,-5
12909266,2266,2647,-2343,-8,9,-7
12912240,2247,2656,-2331,-7,23,-6
12915252,2253,2663,-2306,-8,8,-6
12918202,2252,2646,-2324,-8,22,-7
12921238,2245,2666,-2330,-6,9,-9
