Time,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
653324110,-2704,-188,15988,-128,141,-74
653327688,-2828,-244,15944,-90,32,-43
653331047,-2816,-240,15972,-81,188,-45
653334517,-2812,-80,15988,-109,76,-55
653337900,-2844,-228,16048,-74,142,-58
653341370,-2768,-152,15976,-138,131,-56
653344927,-2808,-300,15920,-61,64,-52
653348310,-2904,-268,16080,-99,170,-72
653351828,-2908,-292,15968,-74,56,-70
653355163,-2760,-212,15852,-109,167,-43
653358720,-2768,-204,15784,-120,65,-74
653362190,-2720,-200,15880,-61,159,-69
653365660,-2716,-284,15980,-101,120,-62
653369217,-2812,-188,15948,-88,37,-67
653372600,-2888,-216,15940,-88,176,-73
653376093,-2828,-232,15844,-99,65,-72
653379453,-2824,-292,15828,-61,138,-68
653382923,-2696,-268,15980,-101,67,-83
653386428,-2772,-244,16012,-61,83,-81
653389777,-2832,-276,15896,-116,135,-58
653393333,-2872,-216,15968,-53,65,-44
653396717,-2736,-188,16092,-87,175,-74
653400211,-2860,-276,15956,-96,75,-98
653403570,-2804,-152,16068,-54,167,-65
653407040,-2780,-216,15884,-121,97,-47
653410510,-2820,-312,16132,-69,86,-40
653413893,-2796,-172,15876,-120,135,-88
653417450,-2864,-216,15924,-100,21,-62
653420920,-2764,-256,15952,-85,162,-69
653424414,-2872,-200,15920,-113,68,-78
653427860,-2760,-260,16048,-71,120,-53
653431330,-2728,-244,16064,-103,144,-66
653434887,-2740,-264,16132,-63,54,-71
653438270,-2828,-204,15936,-66,169,-53
653441740,-2764,-276,15932,-91,42,-93
653445123,-2808,-248,16044,-56,131,-53
653448593,-2664,-164,16068,-118,86,-84
653452112,-2856,-200,16064,-79,61,-46
653455446,-2852,-188,15924,-117,143,-85
653459003,-2832,-236,15940,-90,65,-52
653462386,-2784,-160,16036,-98,143,-78
653465856,-2780,-220,15916,-105,45,-47
653469326,-2844,-160,15988,-63,159,-72
653472796,-2868,-184,15840,-113,128,-83
653476376,-2820,-200,16020,-70,101,-67
653479823,-2808,-216,16008,-119,146,-62
653483380,-2784,-164,16044,-84,100,-49
653486885,-2752,-204,16080,-55,155,-64
653490320,-2776,-276,15832,-82,57,-76
653493703,-2908,-200,15912,-69,101,-52
653497173,-2916,-248,16012,-121,88,-100
653500754,-2852,-224,16092,-87,87,-36
653504113,-2756,-268,15772,-107,144,-108
653507757,-2868,-260,15968,-92,65,-62
653511140,-2856,-216,16032,-85,154,-47
653514610,-2764,-228,16060,-110,97,-62
653518080,-2724,-172,15960,-73,99,-76
653521463,-2812,-168,15984,-123,93,-80
653524958,-2784,-216,15832,-72,63,-32
653528316,-2792,-228,15828,-132,173,-88
653531873,-2700,-200,15976,-105,57,-41
653535343,-2836,-208,16060,-81,176,-69
653538813,-2728,-232,16120,-99,77,-73
653542196,-2740,-188,15992,-64,105,-42
653545666,-2816,-224,16112,-95,138,-26
653549140,-2800,-232,16056,-74,103,-77
653552667,-2812,-248,16008,-99,157,-53
653556076,-2740,-236,16052,-95,47,-65
653559459,-2788,-184,16140,-65,137,-29
653562930,-2800,-204,15968,-104,64,-89
653566399,-2824,-192,15916,-85,91,-45
653569783,-2764,-216,15884,-101,92,-36
653573253,-2824,-176,15860,-83,102,-45
653576746,-2776,-96,16084,-119,181,-55
653580193,-2772,-124,15892,-81,44,-60
653583576,-2744,-160,16004,-53,151,-32
653587081,-2752,-184,15980,-102,46,-80
653590516,-2784,-296,16000,-64,90,-57
653593899,-2820,-224,16096,-149,106,-67
653597456,-2800,-240,16032,-87,51,-72
653600864,-2912,-292,15996,-111,183,-51
653604396,-2812,-212,15996,-106,34,-85
653607866,-2896,-112,15968,-94,176,-52
653611336,-2840,-180,16164,-114,77,-74
653614806,-2772,-208,15996,-72,95,-81
653618189,-2844,-152,16004,-98,187,-72
653621659,-2796,-204,16044,-97,77,-58
653625067,-2804,-256,16056,-115,164,-57
653628599,-2684,-164,15948,-99,50,-82
653631982,-2828,-156,15924,-89,158,-51
653635453,-2780,-256,15984,-101,49,-59
653638923,-2832,-136,16004,-78,160,-63
653642393,-2832,-120,15936,-109,118,-69
653645949,-2756,-148,16016,-70,93,-56
653649381,-2956,-156,16012,-81,152,-51
653652802,-2856,-204,15988,-98,52,-61
653656186,-2840,-280,15988,-37,177,-44
653659656,-2804,-284,16052,-97,34,-65
653663039,-2740,-296,15936,-63,111,-50
653666509,-2836,-216,16088,-105,86,-57
653669979,-2892,-292,15960,-60,75,-49
653673362,-2816,-224,16044,-114,131,-59
653676942,-2752,-172,16028,-88,51,-57
653680302,-2812,-168,15868,-120,214,-51
653683859,-2816,-188,15952,-90,34,-57
653687277,-2684,-156,15944,-78,148,-56
653690712,-2848,-248,16040,-129,60,-61
653694182,-2672,-212,15856,-69,98,-61
653697565,-2856,-224,16072,-117,111,-67
653701147,-2896,-188,15876,-86,44,-46
653704506,-2748,-184,15928,-92,163,-66
653707976,-2776,-188,16144,-99,70,-56
653711359,-2828,-164,15992,-65,150,-44
653714829,-2808,-228,15940,-109,122,-74
653718386,-2796,-220,16084,-91,113,-23
653721855,-2848,-240,15988,-66,164,-50
653725350,-2756,-296,15932,-72,51,-36
653728709,-2704,-232,15984,-39,145,-68
653732179,-2692,-244,15908,-140,97,-43
653735649,-2864,-204,15992,-52,141,-36
653739119,-2776,-144,15896,-107,145,-50
653742675,-2848,-192,16028,-96,59,-83
653746059,-2868,-204,15980,-97,152,-47
653749577,-2812,-188,15940,-97,57,-56
653752912,-2796,-296,16060,-67,122,-28
653756382,-2780,-188,16012,-111,62,-85
653759852,-2828,-220,15960,-61,78,-79
653763235,-2864,-328,16008,-131,108,-66
653766792,-2860,-212,16044,-93,61,-52
653770175,-2844,-164,15924,-103,166,-63
653773732,-2820,-252,16140,-104,63,-87
653777225,-2924,-240,16148,-74,140,-47
653780672,-2840,-164,16036,-121,136,-79
653784229,-2792,-164,15956,-74,101,-61
653787734,-2768,-188,16012,-117,181,-35
653791256,-2784,-192,16008,-81,62,-66
653794639,-2768,-324,16020,-89,165,-69
653798109,-2868,-272,15960,-85,66,-49
653801516,-2820,-232,15888,-63,108,-67
653804962,-2748,-268,16024,-135,69,-67
653808432,-2880,-176,16064,-73,62,-44
653811815,-2892,-244,15980,-137,154,-80
653815372,-2848,-304,15896,-92,49,-76
653818755,-2860,-264,15980,-77,191,-49
653822225,-2840,-304,15980,-77,72,-55
653825633,-2804,-168,16096,-58,125,-60
